title,rank,date,artist,url,region,chart,trend,streams,year
La Jeepeta - Remix,1,2020-07-01,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70,Uruguay,top200,SAME_POSITION,15271.0,2020
Toosie Slide,1,2020-04-12,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,1639983.0,2020
Toosie Slide,1,2020-04-15,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,1722628.0,2020
Toosie Slide,1,2020-04-03,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,NEW_ENTRY,2251305.0,2020
The Box,1,2020-03-01,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2145340.0,2020
ROCKSTAR (feat. Roddy Ricch),1,2020-06-30,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1500815.0,2020
Vibe,1,2020-02-24,Cookiee Kawaii,https://open.spotify.com/track/7btQ8AOjr6zXoGHEmxL5u5,United States,viral50,SAME_POSITION,,2020
Brace Yourself,1,2020-08-11,zenorachi,https://open.spotify.com/track/6YMjTao59i1kRdmYlB33N8,United States,viral50,SAME_POSITION,,2020
WAP (feat. Megan Thee Stallion),1,2020-09-21,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1518117.0,2020
ROCKSTAR (feat. Roddy Ricch),1,2020-05-12,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1595049.0,2020
THE SCOTTS,1,2020-04-30,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,SAME_POSITION,2120057.0,2020
THE SCOTTS,1,2020-05-03,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,SAME_POSITION,1722617.0,2020
The Box,1,2020-02-24,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2111252.0,2020
Lets Link,1,2020-09-16,WhoHeem,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,United States,viral50,SAME_POSITION,,2020
Rockin' Around The Christmas Tree,1,2020-12-20,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,1501597.0,2020
Backyard Boy,1,2020-08-02,Claire Rosinkranz,https://open.spotify.com/track/0y9fkzOaaQy4Up22BGUbIp,United States,viral50,SAME_POSITION,,2020
DDLG,1,2020-07-24,ppcocaine,https://open.spotify.com/track/42dtq3bqOCzD0L2kITk4Dp,United States,viral50,SAME_POSITION,,2020
Stunnin',1,2020-06-17,"Curtis Waters, Harm Franklin",https://open.spotify.com/track/2LUdpPCiiza6UQugipjMeS,United States,viral50,SAME_POSITION,,2020
ROCKSTAR (feat. Roddy Ricch),1,2020-04-17,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,NEW_ENTRY,1943164.0,2020
positions,1,2020-11-23,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1094197.0,2020
Mood (feat. iann dior),1,2020-08-29,24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,United States,viral50,SAME_POSITION,,2020
Capitalize Off Pain,1,2020-10-05,Big $tunt,https://open.spotify.com/track/7x3vcsxOTWQm3FxRrUEqzv,United States,viral50,NEW_ENTRY,,2020
THE SCOTTS,1,2020-04-24,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,NEW_ENTRY,3345119.0,2020
The Box,1,2020-01-01,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,1812103.0,2020
Therefore I Am,1,2020-11-18,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,United States,top200,SAME_POSITION,1294152.0,2020
Times We Had,1,2020-06-02,"Barlito, Juju, JayHollywood, Eli Staxxz",https://open.spotify.com/track/0taGy8aBzOXCLdPwbPykpz,United States,viral50,SAME_POSITION,,2020
Ela É do Tipo,1,2019-05-03,MC Kevin o Chris,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP,Brazil,top200,SAME_POSITION,573581.0,2019
Callaita,1,2019-07-16,"Bad Bunny, Tainy",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,Peru,top200,SAME_POSITION,158453.0,2019
Calma - Remix,1,2019-01-25,"Pedro Capó, Farruko",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,Argentina,top200,SAME_POSITION,436563.0,2019
RITMO (Bad Boys For Life),1,2019-11-12,"Black Eyed Peas, J Balvin",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,Argentina,top200,SAME_POSITION,261624.0,2019
China,1,2019-09-06,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,Colombia,top200,SAME_POSITION,98651.0,2019
China,1,2019-07-25,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,Uruguay,top200,SAME_POSITION,21334.0,2019
RITMO (Bad Boys For Life),1,2019-11-08,"Black Eyed Peas, J Balvin",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,Mexico,viral50,SAME_POSITION,,2019
Otro Trago,1,2019-06-02,"Sech, Darell",https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,Colombia,top200,SAME_POSITION,92759.0,2019
Callaita,1,2019-06-19,"Bad Bunny, Tainy",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,Chile,top200,SAME_POSITION,460020.0,2019
Otro Trago,1,2019-06-02,"Sech, Darell",https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,Chile,top200,SAME_POSITION,426802.0,2019
Loco,1,2019-11-08,Beéle,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03,Peru,viral50,SAME_POSITION,,2019
Surtada - Remix Brega Funk,1,2019-11-09,"Dadá Boladão, Tati Zaqui, OIK",https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r,Brazil,viral50,SAME_POSITION,,2019
A Casa É Sua,1,2019-05-19,"Casa Worship, Julliany Souza, Léo Brandão",https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,Brazil,viral50,SAME_POSITION,,2019
Tutu,1,2019-09-03,"Camilo, Pedro Capó",https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,Uruguay,viral50,SAME_POSITION,,2019
Boate Azul,1,2019-07-21,Cachorrão do Brega,https://open.spotify.com/track/3XKgvXQIG8yjdjvFnw9KOw,Brazil,viral50,SAME_POSITION,,2019
Pa Mí - Remix,1,2019-03-10,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,Colombia,viral50,SAME_POSITION,,2019
Dile la Verdad,1,2019-02-23,"The Rudeboyz, Jowell & Randy, Manuel Turizo",https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE,Peru,viral50,MOVE_UP,,2019
Tu Sicaria,1,2019-10-08,"Ms Nina, Beauty Brain",https://open.spotify.com/track/6fatMybX8VmHUpaxVcXzrz,Mexico,viral50,SAME_POSITION,,2019
Pa Mí - Remix,1,2019-04-22,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,Uruguay,top200,SAME_POSITION,18129.0,2019
RITMO (Bad Boys For Life),1,2019-11-08,"Black Eyed Peas, J Balvin",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,Colombia,viral50,SAME_POSITION,,2019
RITMO (Bad Boys For Life),1,2019-11-09,"Black Eyed Peas, J Balvin",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,Chile,viral50,SAME_POSITION,,2019
Señorita,1,2019-07-21,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,Argentina,viral50,SAME_POSITION,,2019
RITMO (Bad Boys For Life),1,2019-11-09,"Black Eyed Peas, J Balvin",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,Colombia,viral50,SAME_POSITION,,2019
Tusa,1,2019-12-31,"KAROL G, Nicki Minaj",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,Peru,viral50,SAME_POSITION,,2019
Otro Trago,1,2019-05-03,"Sech, Darell",https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,Chile,top200,SAME_POSITION,352159.0,2019
7 rings,1,2019-01-18,Ariana Grande,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,United States,top200,NEW_ENTRY,3847877.0,2019
True Love Will Find You In The End,1,2019-09-17,Daniel Johnston,https://open.spotify.com/track/0s1K5Y1vdwMcGWbTLcWGW4,United States,viral50,SAME_POSITION,,2019
Futsal Shuffle 2020,1,2019-12-19,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,United States,top200,SAME_POSITION,1394231.0,2019
7 rings,1,2019-02-24,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United States,top200,SAME_POSITION,1670692.0,2019
"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)",1,2019-04-01,Beast Coast,https://open.spotify.com/track/4gLMgxa0xd3jPT64lcmpPR,United States,viral50,NEW_ENTRY,,2019
EARFQUAKE,1,2019-05-21,"Tyler, The Creator",https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,United States,top200,SAME_POSITION,1611598.0,2019
Lalala,1,2019-07-13,"Y2K, bbno$",https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,United States,viral50,SAME_POSITION,,2019
Señorita,1,2019-07-24,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,United States,top200,SAME_POSITION,1427374.0,2019
Thotiana,1,2019-02-21,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,United States,viral50,SAME_POSITION,,2019
Never Ending Story,1,2019-08-01,"Gaten Matarazzo, Gabriella Pizzolo",https://open.spotify.com/track/7r6xGsyES2DTacyP6O585i,United States,viral50,SAME_POSITION,,2019
Old Town Road,1,2019-04-16,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,United States,viral50,SAME_POSITION,,2019
The Git Up,1,2019-06-15,Blanco Brown,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,United States,viral50,SAME_POSITION,,2019
STUPID (feat. Yung Baby Tate),1,2019-10-11,Ashnikko,https://open.spotify.com/track/6qNB2ChCVPepl5ZjVJJTUW,United States,viral50,SAME_POSITION,,2019
Calma - Remix,1,2019-01-09,"Pedro Capó, Farruko",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,United States,viral50,SAME_POSITION,,2019
The Git Up,1,2019-06-14,Blanco Brown,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,United States,viral50,SAME_POSITION,,2019
Yellow Hearts,1,2019-11-07,Ant Saunders,https://open.spotify.com/track/20JtELGPfOAMq7FpUt8eSM,United States,viral50,SAME_POSITION,,2019
ME! (feat. Brendon Urie of Panic! At The Disco),1,2019-04-26,Taylor Swift,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh,United States,top200,NEW_ENTRY,3578756.0,2019
It's Thanksgiving,1,2019-12-02,Nicole Westbrook,https://open.spotify.com/track/4lJAkP4hBiqwW78EuXwFqr,United States,viral50,SAME_POSITION,,2019
Circles,1,2019-10-01,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1495914.0,2019
7 rings,1,2019-02-17,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United States,top200,SAME_POSITION,1986019.0,2019
It's Thanksgiving,1,2019-12-01,Nicole Westbrook,https://open.spotify.com/track/4lJAkP4hBiqwW78EuXwFqr,United States,viral50,SAME_POSITION,,2019
Thotiana,1,2019-02-09,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,United States,viral50,SAME_POSITION,,2019
Fast,1,2019-04-29,Sueco,https://open.spotify.com/track/5qsi0WVBmDWetUpTH0sNIL,United States,viral50,NEW_ENTRY,,2019
The Git Up,1,2019-06-20,Blanco Brown,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,United States,viral50,SAME_POSITION,,2019
Yellow Hearts,1,2019-11-12,Ant Saunders,https://open.spotify.com/track/20JtELGPfOAMq7FpUt8eSM,United States,viral50,SAME_POSITION,,2019
Índigo,1,2021-10-16,"Camilo, Evaluna Montaner",https://open.spotify.com/track/4knc1Fp3kbuq8bH2byOvLu,Peru,top200,SAME_POSITION,119442.0,2021
"Nicky Jam: Bzrp Music Sessions, Vol. 41",1,2021-07-01,"Bizarrap, Nicky Jam",https://open.spotify.com/track/03LfOYi0icz4souspZVVhq,Argentina,top200,MOVE_UP,830405.0,2021
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,2021-10-17,Tainy,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,Colombia,top200,SAME_POSITION,91629.0,2021
Weightless Part 1,1,2021-01-12,Marconi Union,https://open.spotify.com/track/2UZZtkoLOg7IHxeTAdPFvd,Peru,viral50,MOVE_UP,,2021
Yonaguni,1,2021-09-25,Bad Bunny,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,Colombia,top200,SAME_POSITION,122301.0,2021
Bar,1,2021-12-13,"TINI, L-Gante",https://open.spotify.com/track/0lJE8f0lx8mUSfMyxeYpiC,Argentina,top200,SAME_POSITION,392838.0,2021
Trap De Amarella,1,2021-01-02,Epidemic7,https://open.spotify.com/track/6jqneW8sRzy0gu9yVJeuyR,Mexico,viral50,SAME_POSITION,,2021
Bota a Mão no Chão,1,2021-11-17,"Felipe Cardoso DJ, Mc Fopi",https://open.spotify.com/track/3Lw41pfko5XMrsHRtlbo2k,Brazil,viral50,NEW_ENTRY,,2021
Meu Pedaço de Pecado,1,2021-09-07,João Gomes,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6,Brazil,top200,MOVE_UP,1196852.0,2021
Batom de Cereja - Ao Vivo,1,2021-03-17,Israel & Rodolffo,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp,Brazil,top200,SAME_POSITION,1002272.0,2021
Beggin',1,2021-06-22,Måneskin,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,Peru,viral50,SAME_POSITION,,2021
Coração Cachorro,1,2021-10-30,"Avine Vinny, Matheus Fernandes",https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE,Brazil,top200,SAME_POSITION,1429082.0,2021
Chivirika,1,2021-04-05,"El Villanord, Yailin la Mas Viral",https://open.spotify.com/track/0cGy3K7zTivPgk3iUC91nz,Argentina,viral50,NEW_ENTRY,,2021
Fiel,1,2021-04-08,"Los Legendarios, Wisin, Jhay Cortez",https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs,Chile,top200,SAME_POSITION,395724.0,2021
Beggin',1,2021-06-21,Måneskin,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,Colombia,viral50,SAME_POSITION,,2021
Bandido,1,2021-02-01,"Myke Towers, Juhn",https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb,Uruguay,top200,SAME_POSITION,23845.0,2021
Esquema Preferido,1,2021-02-14,"DJ Ivis, Tarcísio do Acordeon",https://open.spotify.com/track/27X3qzgB0Show6qfw5wNOK,Brazil,viral50,SAME_POSITION,,2021
Toxic,1,2021-10-22,BoyWithUke,https://open.spotify.com/track/2kaNmAbqrtOf7Rdr3fnCWl,Peru,viral50,MOVE_UP,,2021
Bar,1,2021-11-13,"TINI, L-Gante",https://open.spotify.com/track/0lJE8f0lx8mUSfMyxeYpiC,Uruguay,top200,SAME_POSITION,39212.0,2021
París,1,2021-08-06,Ingratax,https://open.spotify.com/track/2eKY4TBKeXnUXMtSLj4R0n,Colombia,viral50,SAME_POSITION,,2021
Paty Trem Barbie,1,2021-05-28,"MC Magrella, Dj Anderson do Paraiso",https://open.spotify.com/track/3woa0ekqNnhx4etwchLZDk,Brazil,viral50,SAME_POSITION,,2021
Turraka - Remix,1,2021-09-30,"Kaleb Di Masi, Ecko, Papichamp, Blunted Vato, Bruno LC",https://open.spotify.com/track/2Qv0DF1us4LhzLj0Cx9cSn,Argentina,top200,MOVE_UP,356985.0,2021
Pareja Del Año,1,2021-04-28,"Sebastian Yatra, Myke Towers",https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM,Uruguay,top200,SAME_POSITION,21072.0,2021
Además de Mí - Remix,1,2021-03-07,"Rusherking, KHEA, Duki, Maria Becerra, Lit Killah, Tiago PZK",https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE,Argentina,top200,SAME_POSITION,483019.0,2021
Medallo,1,2021-11-08,"Blessd, Justin Quiles, Lenny Tavárez",https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw,Colombia,top200,SAME_POSITION,109496.0,2021
Jail,1,2021-08-29,Kanye West,https://open.spotify.com/track/42ZrMq4BKsWDrrbMnMRYaK,United States,top200,NEW_ENTRY,4277327.0,2021
Wellerman,1,2021-01-19,The Longest Johns,https://open.spotify.com/track/3oUuRNgyIuiqVTWLCChp3s,United States,viral50,SAME_POSITION,,2021
Castaways,1,2021-05-31,The Backyardigans,https://open.spotify.com/track/6uDBSDI9pDM7C4Gm0hc2hI,United States,viral50,SAME_POSITION,,2021
FVN!,1,2021-08-09,LVL1,https://open.spotify.com/track/4lGOHDJr4PvUguwpMxjzlu,United States,viral50,SAME_POSITION,,2021
Paul Chomedey de Mainsoneuve,1,2021-11-12,"Young Ratoo, 2ratoo3",https://open.spotify.com/track/3aOPETAvb6kXr1gmexNKRs,United States,viral50,SAME_POSITION,,2021
m y . l i f e (with 21 Savage & Morray),1,2021-05-15,J. Cole,https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG,United States,top200,MOVE_UP,2539788.0,2021
see you later (ten years),1,2021-10-19,Jenna Raine,https://open.spotify.com/track/5elofKuRmgZmCVImWT6JtE,United States,viral50,SAME_POSITION,,2021
I WANNA BE YOUR SLAVE,1,2021-06-18,Måneskin,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,United States,viral50,SAME_POSITION,,2021
Hadal Ahbek,1,2021-02-10,Issam Alnajjar,https://open.spotify.com/track/0ymn3NBfT1W2QW0d7U5kHS,United States,viral50,SAME_POSITION,,2021
MISS THE RAGE,1,2021-06-24,"XAE.Miami, Mario Judah",https://open.spotify.com/track/5uWmjrbT2BIbEIdymbvjqL,United States,viral50,SAME_POSITION,,2021
Bezos I,1,2021-07-24,Bo Burnham,https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW,United States,viral50,SAME_POSITION,,2021
FVN!,1,2021-08-05,LVL1,https://open.spotify.com/track/4lGOHDJr4PvUguwpMxjzlu,United States,viral50,MOVE_UP,,2021
Wake Up,1,2021-08-22,Cheese People,https://open.spotify.com/track/5lLuXWPq7zaPxmaS0yrphL,United States,viral50,SAME_POSITION,,2021
abcdefu,1,2021-11-24,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,United States,viral50,SAME_POSITION,,2021
YKWIM?,1,2021-03-26,Yot Club,https://open.spotify.com/track/7ejeQLLLGjVriLS7cojERB,United States,viral50,SAME_POSITION,,2021
MONTERO (Call Me By Your Name),1,2021-04-05,Lil Nas X,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,United States,top200,SAME_POSITION,2053571.0,2021
love nwantiti (ah ah ah),1,2021-09-22,CKay,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g,United States,viral50,SAME_POSITION,,2021
Hadal Ahbek,1,2021-01-29,Issam Alnajjar,https://open.spotify.com/track/0ymn3NBfT1W2QW0d7U5kHS,United States,viral50,SAME_POSITION,,2021
Calling My Phone,1,2021-02-19,"Lil Tjay, 6LACK",https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx,United States,top200,SAME_POSITION,1429337.0,2021
Hadal Ahbek,1,2021-01-30,Issam Alnajjar,https://open.spotify.com/track/0ymn3NBfT1W2QW0d7U5kHS,United States,viral50,SAME_POSITION,,2021
RAPSTAR,1,2021-04-14,Polo G,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6,United States,top200,SAME_POSITION,2161984.0,2021
I Used to Care,1,2021-07-18,Louyah,https://open.spotify.com/track/2z9tQz4ygexOYb2SnCPCnP,United States,viral50,SAME_POSITION,,2021
STAY (with Justin Bieber),1,2021-07-09,The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,United States,top200,NEW_ENTRY,2345292.0,2021
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),1,2021-06-25,"Tyler, The Creator",https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC,United States,top200,NEW_ENTRY,2320080.0,2021
good 4 u,1,2021-07-01,Olivia Rodrigo,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,United States,top200,SAME_POSITION,2008992.0,2021
